timestamp,kw_energy_consumption,prediction,anomaly_score,anomaly_likelihood
2010-07-05 07:00:00,37.4,37.4,1.0,0.5
2010-07-05 08:00:00,38.8,42.8,1.0,0.5
2010-07-05 09:00:00,41.8,28.6,1.0,0.5
2010-07-05 10:00:00,43.5,42.2,1.0,0.5
2010-07-05 11:00:00,44.1,39.3,1.0,0.5
2010-07-05 12:00:00,38.7,39.9,1.0,0.5
2010-07-05 13:00:00,38.9,39.9,0.975,0.5
2010-07-05 14:00:00,37.9,38.879,0.975,0.5
2010-07-05 15:00:00,36.6,38.2,0.975,0.5
2010-07-05 16:00:00,39.6,44.1,0.9,0.5
2010-07-05 17:00:00,38.5,37.9,1.0,0.5
2010-07-05 18:00:00,44.8,43.6,1.0,0.5
2010-07-05 19:00:00,46.9,45.4,0.975,0.5
2010-07-05 20:00:00,38.2,44.8,1.0,0.5
2010-07-05 21:00:00,29.8,11.6,1.0,0.5
2010-07-05 22:00:00,5.4,5.43,1.0,0.5
2010-07-05 23:00:00,10.7,5.2853,1.0,0.5
2010-07-06 00:00:00,22.1,13.5,1.0,0.5
2010-07-06 01:00:00,12.8,5.0343,0.15,0.5
2010-07-06 02:00:00,4.7,4.7400281,0.3,0.5
2010-07-06 03:00:00,4.6,4.72801967,0.2,0.5
2010-07-06 04:00:00,4.6,4.6,0.35,0.5
2010-07-06 05:00:00,22.3,12.8,0.45,0.5
2010-07-06 06:00:00,42.5,28.6,1.0,0.5
2010-07-06 07:00:00,39.0,38.64,1.0,0.5
2010-07-06 08:00:00,38.2,29.8,0.65,0.5
2010-07-06 09:00:00,40.2,38.64,0.5,0.5
2010-07-06 10:00:00,44.2,44.1,1.0,0.5
2010-07-06 11:00:00,41.1,39.0,1.0,0.5
2010-07-06 12:00:00,40.5,44.2,1.0,0.5
2010-07-06 13:00:00,40.0,44.2,1.0,0.5
2010-07-06 14:00:00,39.1,38.2,0.95,0.5
2010-07-06 15:00:00,39.1,38.2,0.275,0.5
2010-07-06 16:00:00,37.2,39.6,0.875,0.5
2010-07-06 17:00:00,40.8,40.0,1.0,0.5
2010-07-06 18:00:00,40.1,39.051,0.175,0.5
2010-07-06 19:00:00,43.5,41.1,0.3,0.5
2010-07-06 20:00:00,36.9,40.8,0.925,0.5
2010-07-06 21:00:00,33.4,38.879,0.9,0.5
2010-07-06 22:00:00,7.0,4.72801967,1.0,0.5
2010-07-06 23:00:00,6.6,4.72801967,1.0,0.5
2010-07-07 00:00:00,22.2,42.5,1.0,0.5
2010-07-07 01:00:00,22.9,42.5,0.25,0.5
2010-07-07 02:00:00,12.0,22.179,0.75,0.5
2010-07-07 03:00:00,4.7,4.6,0.325,0.5
2010-07-07 04:00:00,4.5,4.6,0.0,0.5
2010-07-07 05:00:00,22.6,12.0,0.525,0.5
2010-07-07 06:00:00,42.6,39.051,0.15,0.5
2010-07-07 07:00:00,42.9,39.051,1.0,0.5
2010-07-07 08:00:00,39.4,39.051,0.35,0.5
2010-07-07 09:00:00,45.6,46.9,1.0,0.5
2010-07-07 10:00:00,41.7,43.4657,0.4,0.5
2010-07-07 11:00:00,41.6,43.4657,0.825,0.5
2010-07-07 12:00:00,39.5,45.6,0.8,0.5
2010-07-07 13:00:00,37.2,33.4,0.0,0.5
2010-07-07 14:00:00,40.1,40.03,0.45,0.5
2010-07-07 15:00:00,37.0,40.051,1.0,0.5
2010-07-07 16:00:00,39.8,37.17501,0.4,0.5
2010-07-07 17:00:00,40.1,36.93,0.65,0.5
2010-07-07 18:00:00,44.8,41.77,0.65,0.5
2010-07-07 19:00:00,44.3,41.1,0.925,0.5
2010-07-07 20:00:00,36.8,39.87,0.95,0.5
2010-07-07 21:00:00,31.2,5.421,1.0,0.5
2010-07-07 22:00:00,5.2,4.57,0.225,0.5
2010-07-07 23:00:00,15.2,4.719613769,0.625,0.5
2010-07-08 00:00:00,22.9,42.53,1.0,0.5
2010-07-08 01:00:00,20.6,16.4,0.925,0.5
2010-07-08 02:00:00,4.8,15.2,1.0,0.5
2010-07-08 03:00:00,4.8,15.2,0.05,0.5
2010-07-08 04:00:00,4.8,4.76061074681,0.675,0.5
2010-07-08 05:00:00,22.6,20.6,1.0,0.5
2010-07-08 06:00:00,45.3,41.77,1.0,0.5
2010-07-08 07:00:00,44.4,36.8,0.3,0.5
2010-07-08 08:00:00,39.8,40.0657,0.875,0.5
2010-07-08 09:00:00,43.2,36.93,1.0,0.5
2010-07-08 10:00:00,42.3,39.43,0.375,0.5
2010-07-08 11:00:00,44.1,39.849,0.8,0.5
2010-07-08 12:00:00,37.9,40.2,0.525,0.5
2010-07-08 13:00:00,39.4,43.2,0.95,0.5
2010-07-08 14:00:00,35.8,7.0,0.525,0.5
2010-07-08 15:00:00,38.2,39.421,0.4,0.5
2010-07-08 16:00:00,37.2,39.421,0.65,0.5
2010-07-08 17:00:00,40.2,44.8,0.0,0.5
2010-07-08 18:00:00,41.0,40.0657,0.825,0.5
2010-07-08 19:00:00,38.1,37.182507,0.825,0.5
2010-07-08 20:00:00,38.4,37.182507,0.45,0.5
2010-07-08 21:00:00,13.8,4.77242752277,0.15,0.5
2010-07-08 22:00:00,9.5,5.421,1.0,0.5
2010-07-08 23:00:00,22.0,45.3,0.95,0.5
2010-07-09 00:00:00,20.0,4.77242752277,0.575,0.5
2010-07-09 01:00:00,11.5,4.77242752277,1.0,0.5
2010-07-09 02:00:00,4.7,4.77242752277,0.075,0.5
2010-07-09 03:00:00,4.7,4.75069926594,0.0,0.5
2010-07-09 04:00:00,4.8,4.73548948616,0.0,0.5
2010-07-09 05:00:00,22.8,20.0,1.0,0.5
2010-07-09 06:00:00,46.1,44.4,0.275,0.5
2010-07-09 07:00:00,39.0,37.182507,0.975,0.5
2010-07-09 08:00:00,38.1,38.4,0.025,0.5
2010-07-09 09:00:00,43.7,42.37,1.0,0.5
2010-07-09 10:00:00,47.1,38.149,1.0,0.5
2010-07-09 11:00:00,43.3,47.1,1.0,0.5
2010-07-09 12:00:00,40.7,38.149,0.425,0.5
2010-07-09 13:00:00,37.3,40.2,0.625,0.5
2010-07-09 14:00:00,39.0,38.149,0.225,0.5
2010-07-09 15:00:00,36.5,39.02499,0.075,0.5
2010-07-09 16:00:00,38.7,36.57,0.1,0.5
2010-07-09 17:00:00,38.5,36.57,0.05,0.5
2010-07-09 18:00:00,40.3,37.37,0.2,0.5
2010-07-09 19:00:00,35.3,38.149,0.725,0.5
2010-07-09 20:00:00,15.0,22.9,1.0,0.5
2010-07-09 21:00:00,5.1,4.75484264031,0.95,0.5
2010-07-09 22:00:00,5.3,4.75484264031,0.05,0.5
2010-07-09 23:00:00,4.8,5.271797,0.325,0.5
2010-07-10 00:00:00,19.2,11.5,1.0,0.5
2010-07-10 01:00:00,14.4,5.05401,0.675,0.5
2010-07-10 02:00:00,4.7,4.76838984822,0.1,0.5
2010-07-10 03:00:00,4.7,4.74787289375,0.0,0.5
2010-07-10 04:00:00,4.8,4.73351102563,0.0,0.5
2010-07-10 05:00:00,4.8,4.75345771794,0.0,0.5
2010-07-10 06:00:00,25.4,9.9,1.0,0.5
2010-07-10 07:00:00,43.9,47.1,1.0,0.5
2010-07-10 08:00:00,41.4,37.37,0.2,0.5
2010-07-10 09:00:00,48.7,43.41599,1.0,0.5
2010-07-10 10:00:00,49.8,43.41599,1.0,0.5
2010-07-10 11:00:00,42.7,48.7,0.975,0.5
2010-07-10 12:00:00,40.9,48.7,0.725,0.5
2010-07-10 13:00:00,38.1,40.23,0.125,0.5
2010-07-10 14:00:00,43.5,41.4,0.075,0.5
2010-07-10 15:00:00,40.4,38.1343,0.2,0.5
2010-07-10 16:00:00,41.4,48.7,0.375,0.5
2010-07-10 17:00:00,30.3,5.271797,0.975,0.5
2010-07-10 18:00:00,11.8,4.76742040256,0.75,0.5
2010-07-10 19:00:00,5.1,4.76742040256,0.025,0.5
2010-07-10 20:00:00,5.0,4.76742040256,0.0,0.5
2010-07-10 21:00:00,5.0,4.76742040256,0.025,0.5
2010-07-10 22:00:00,5.2,5.03322543,0.05,0.5
2010-07-10 23:00:00,4.8,4.76742040256,0.0,0.5
2010-07-11 00:00:00,9.4,22.0,1.0,0.5
2010-07-11 01:00:00,4.7,4.77719428179,1.0,0.5
2010-07-11 02:00:00,4.8,9.4,0.0,0.5
2010-07-11 03:00:00,21.7,20.0,0.275,0.5
2010-07-11 04:00:00,12.7,5.03322543,0.25,0.5
2010-07-11 05:00:00,4.9,4.76782519808,0.525,0.5
2010-07-11 06:00:00,5.0,5.2502579,0.0,0.5
2010-07-11 07:00:00,6.8,6.6,0.8,0.5
2010-07-11 08:00:00,31.5,11.8,1.0,0.5
2010-07-11 09:00:00,39.4,36.57,1.0,0.5
2010-07-11 10:00:00,45.8,39.02499,0.1,0.5
2010-07-11 11:00:00,39.8,45.66,0.325,0.5
2010-07-11 12:00:00,38.8,45.66,0.15,0.5
2010-07-11 13:00:00,41.3,30.3,0.675,0.5
2010-07-11 14:00:00,40.6,41.37,0.25,0.5
2010-07-11 15:00:00,40.6,41.37,0.0,0.5
2010-07-11 16:00:00,40.2,40.649,0.05,0.5
2010-07-11 17:00:00,28.0,11.6,1.0,0.5
2010-07-11 18:00:00,9.6,4.80747763865,1.0,0.5
2010-07-11 19:00:00,5.2,4.80747763865,0.275,0.5
2010-07-11 20:00:00,5.0,5.023257801,0.0,0.5
2010-07-11 21:00:00,5.1,6.8,0.0,0.5
2010-07-11 22:00:00,5.2,31.5,0.0,0.5
2010-07-11 23:00:00,17.9,22.321,1.0,0.5
2010-07-12 00:00:00,20.1,14.4,1.0,0.5
2010-07-12 01:00:00,4.7,5.04139632249,0.1,0.5
2010-07-12 02:00:00,4.8,21.7,0.0,0.5
2010-07-12 03:00:00,4.7,4.78266404294,0.05,0.5
2010-07-12 04:00:00,4.9,4.75786483006,0.0,0.5
2010-07-12 05:00:00,19.9,4.80050538104,0.85,0.5
2010-07-12 06:00:00,36.5,38.6106,1.0,0.5
2010-07-12 07:00:00,36.3,38.6106,0.2,0.5
2010-07-12 08:00:00,37.1,36.3,0.475,0.5
2010-07-12 09:00:00,44.7,39.8343,1.0,0.5
2010-07-12 10:00:00,44.6,39.8343,0.2,0.5
2010-07-12 11:00:00,43.8,40.47,0.45,0.5
2010-07-12 12:00:00,37.5,44.67,0.175,0.5
2010-07-12 13:00:00,39.4,45.66,0.05,0.5
2010-07-12 14:00:00,41.3,40.649,0.15,0.5
2010-07-12 15:00:00,37.2,44.67,0.775,0.5
2010-07-12 16:00:00,39.7,41.349,0.0,0.5
2010-07-12 17:00:00,43.9,37.5,0.225,0.5
2010-07-12 18:00:00,46.2,39.8343,0.525,0.5
2010-07-12 19:00:00,50.0,42.77,1.0,0.5
2010-07-12 20:00:00,42.8,40.872,0.125,0.5
2010-07-12 21:00:00,29.0,9.53,0.975,0.5
2010-07-12 22:00:00,5.3,5.04139632249,0.675,0.5
2010-07-12 23:00:00,11.2,5.04139632249,1.0,0.5
2010-07-13 00:00:00,22.2,12.77,0.85,0.5
2010-07-13 01:00:00,15.7,4.80050538104,0.825,0.5
2010-07-13 02:00:00,4.8,11.2,0.075,0.5
2010-07-13 03:00:00,4.9,4.80035376673,0.0,0.5
2010-07-13 04:00:00,6.1,31.5,0.0,0.5
2010-07-13 05:00:00,18.2,20.03,1.0,0.5
2010-07-13 06:00:00,37.0,39.63,1.0,0.5
2010-07-13 07:00:00,41.7,37.17042843,0.6,0.5
2010-07-13 08:00:00,37.7,39.41029,0.35,0.5
2010-07-13 09:00:00,44.7,44.67,0.7,0.5
2010-07-13 10:00:00,47.1,50.0,0.65,0.5
2010-07-13 11:00:00,47.2,50.0,1.0,0.5
2010-07-13 12:00:00,41.3,37.77,0.975,0.5
2010-07-13 13:00:00,39.6,43.8447,0.025,0.5
2010-07-13 14:00:00,40.9,39.621,0.025,0.5
2010-07-13 15:00:00,39.0,40.8804,0.05,0.5
2010-07-13 16:00:00,44.5,47.13,0.225,0.5
2010-07-13 17:00:00,42.7,29.0,0.65,0.5
2010-07-13 18:00:00,48.3,41.3343,1.0,0.5
2010-07-13 19:00:00,46.3,47.13,0.625,0.5
2010-07-13 20:00:00,43.9,42.7553,1.0,0.5
2010-07-13 21:00:00,31.8,5.2472384597,1.0,0.5
2010-07-13 22:00:00,5.3,4.83024763671,0.05,0.5
2010-07-13 23:00:00,9.1,5.26306692179,0.9,0.5
2010-07-14 00:00:00,21.4,15.7,0.2,0.5
2010-07-14 01:00:00,16.9,36.951,0.75,0.5
2010-07-14 02:00:00,4.8,4.83024763671,1.0,0.5
2010-07-14 03:00:00,4.8,6.03,0.0,0.5
2010-07-14 04:00:00,4.9,4.81482134199,0.0,0.5
2010-07-14 05:00:00,11.9,22.1853,1.0,0.5
2010-07-14 06:00:00,38.9,44.43,1.0,0.5
2010-07-14 07:00:00,40.0,40.8804,0.05,0.5
2010-07-14 08:00:00,39.9,40.8804,0.125,0.5
2010-07-14 09:00:00,45.4,43.86129,0.175,0.5
2010-07-14 10:00:00,45.4,43.86129,0.225,0.5
2010-07-14 11:00:00,47.3,46.3,0.775,0.5
2010-07-14 12:00:00,42.9,48.3,0.25,0.5
2010-07-14 13:00:00,42.7,48.3,0.225,0.5
2010-07-14 14:00:00,45.8,47.3,0.925,0.5
2010-07-14 15:00:00,46.8,42.9,0.05,0.5
2010-07-14 16:00:00,41.0,39.017493,0.175,0.5
2010-07-14 17:00:00,42.0,45.702,0.4,0.5
2010-07-14 18:00:00,42.7,45.702,0.475,0.5
2010-07-14 19:00:00,43.6,42.727097,0.5,0.5
2010-07-14 20:00:00,39.7,45.4,0.5,0.5
2010-07-14 21:00:00,31.4,5.26306692179,0.975,0.5
2010-07-14 22:00:00,5.2,4.84037493939,0.0,0.5
2010-07-14 23:00:00,8.2,21.4,0.975,0.5
2010-07-15 00:00:00,17.6,4.84037493939,1.0,0.5
2010-07-15 01:00:00,18.8,4.84037493939,0.725,0.5
2010-07-15 02:00:00,4.7,4.84037493939,0.975,0.5
2010-07-15 03:00:00,4.8,4.79826245757,0.0,0.5
2010-07-15 04:00:00,4.9,11.83,0.0,0.5
2010-07-15 05:00:00,18.9,4.82914860421,0.325,0.5
2010-07-15 06:00:00,37.4,44.679,1.0,0.5
2010-07-15 07:00:00,37.9,44.679,0.675,0.5
2010-07-15 08:00:00,40.9,42.0,0.925,0.5
2010-07-15 09:00:00,44.4,39.6447,0.875,0.5
2010-07-15 10:00:00,43.1,42.727097,0.275,0.5
2010-07-15 11:00:00,43.3,39.6447,0.0,0.5
2010-07-15 12:00:00,41.2,44.421,0.05,0.5
2010-07-15 13:00:00,39.0,40.04599,0.0,0.5
2010-07-15 14:00:00,43.6,41.13,0.1,0.5
2010-07-15 15:00:00,44.6,43.17,0.725,0.5
2010-07-15 16:00:00,40.1,31.26,0.45,0.5
2010-07-15 17:00:00,41.7,39.0122451,0.2,0.5
2010-07-15 18:00:00,46.5,40.911396,0.65,0.5
2010-07-15 19:00:00,40.6,41.7343,0.5,0.5
2010-07-15 20:00:00,39.0,43.6147,0.325,0.5
2010-07-15 21:00:00,17.1,4.82914860421,1.0,0.5
2010-07-15 22:00:00,5.3,8.2,0.25,0.5
2010-07-15 23:00:00,4.9,9.4,0.05,0.5
2010-07-16 00:00:00,8.6,17.6,1.0,0.5
2010-07-16 01:00:00,4.7,4.85040402295,0.0,0.5
2010-07-16 02:00:00,5.2,18.2,0.0,0.5
2010-07-16 03:00:00,22.2,16.9,0.475,0.5
2010-07-16 04:00:00,14.1,4.80528281606,0.0,0.5
2010-07-16 05:00:00,22.3,14.1,0.2,0.5
2010-07-16 06:00:00,44.0,43.17,0.575,0.5
2010-07-16 07:00:00,44.1,43.17,0.3,0.5
2010-07-16 08:00:00,39.1,17.1,0.2,0.5
2010-07-16 09:00:00,45.7,46.8,0.025,0.5
2010-07-16 10:00:00,45.0,40.062193,0.0,0.5
2010-07-16 11:00:00,42.7,43.3988351,0.1,0.5
2010-07-16 12:00:00,42.0,46.5,0.1,0.5
2010-07-16 13:00:00,37.2,37.9,0.4,0.5
2010-07-16 14:00:00,41.6,37.179299901,0.025,0.5
2010-07-16 15:00:00,44.7,42.7189679,0.5,0.5
2010-07-16 16:00:00,39.7,45.7014,0.2,0.5
2010-07-16 17:00:00,40.8,39.036000099,0.025,0.5
2010-07-16 18:00:00,40.5,39.036000099,0.025,0.5
2010-07-16 19:00:00,37.3,41.551,0.175,0.5
2010-07-16 20:00:00,15.6,4.80528281606,1.0,0.5
2010-07-16 21:00:00,5.3,4.80528281606,0.1,0.5
2010-07-16 22:00:00,5.1,22.18971,0.0,0.5
2010-07-16 23:00:00,8.4,4.80528281606,0.025,0.5
2010-07-17 00:00:00,21.4,44.079,0.0,0.5
2010-07-17 01:00:00,22.0,14.1,0.2,0.5
2010-07-17 02:00:00,4.7,5.05897742574,0.425,0.5
2010-07-17 03:00:00,4.7,4.77369797124,0.0,0.5
2010-07-17 04:00:00,4.7,4.75158857987,0.0,0.5
2010-07-17 05:00:00,4.8,18.9,0.0,0.5
2010-07-17 06:00:00,23.5,4.75527840414,0.325,0.5
2010-07-17 07:00:00,43.7,44.079,0.675,0.5
2010-07-17 08:00:00,46.6,40.6343,0.075,0.5
2010-07-17 09:00:00,50.3,42.7189679,0.975,0.5
2010-07-17 10:00:00,48.3,50.3,1.0,0.5
2010-07-17 11:00:00,42.3,37.179299901,0.35,0.5
2010-07-17 12:00:00,39.8,40.8779772,0.3,0.5
2010-07-17 13:00:00,41.5,39.837807,0.0,0.5
2010-07-17 14:00:00,43.0,46.53,0.1,0.5
2010-07-17 15:00:00,45.8,45.0,0.075,0.5
2010-07-17 16:00:00,39.9,41.5357,0.075,0.5
2010-07-17 17:00:00,32.5,5.25984236792,0.0,0.5
2010-07-17 18:00:00,11.3,38.86871,0.0,0.5
2010-07-17 19:00:00,5.2,4.75527840414,0.05,0.5
2010-07-17 20:00:00,5.2,22.18971,0.0,0.5
2010-07-17 21:00:00,5.1,8.4,0.0,0.5
2010-07-17 22:00:00,5.2,5.07128419802,0.0,0.5
2010-07-17 23:00:00,15.9,5.2205259322,1.0,0.5
2010-07-18 00:00:00,21.7,4.75527840414,0.4,0.5
2010-07-18 01:00:00,14.1,22.3147,0.0,0.5
2010-07-18 02:00:00,4.7,5.2205259322,0.0,0.5
2010-07-18 03:00:00,4.7,4.7386948829,0.0,0.5
2010-07-18 04:00:00,4.7,4.72708641803,0.0,0.5
2010-07-18 05:00:00,4.9,5.2205259322,0.0,0.5
2010-07-18 06:00:00,5.0,5.2205259322,0.025,0.5
2010-07-18 07:00:00,5.5,5.04989893861,0.125,0.5
2010-07-18 08:00:00,38.4,40.8779772,1.0,0.5
2010-07-18 09:00:00,46.7,50.3,1.0,0.5
2010-07-18 10:00:00,39.3,46.77,0.6,0.5
2010-07-18 11:00:00,39.6,32.5,0.0,0.5
2010-07-18 12:00:00,39.8,39.642903,0.0,0.5
2010-07-18 13:00:00,42.3,39.83952543,0.2,0.5
2010-07-18 14:00:00,44.6,39.83952543,0.35,0.5
2010-07-18 15:00:00,46.5,39.3,0.225,0.5
2010-07-18 16:00:00,40.1,42.3343,0.1,0.5
2010-07-18 17:00:00,25.3,43.86129,0.7,0.5
2010-07-18 18:00:00,9.6,21.4,0.075,0.5
2010-07-18 19:00:00,5.2,4.77327234483,0.0,0.5
2010-07-18 20:00:00,5.2,38.4,0.05,0.5
2010-07-18 21:00:00,5.2,38.4,0.05,0.5
2010-07-18 22:00:00,5.2,5.20704039474,0.075,0.5
2010-07-18 23:00:00,15.9,21.7,1.0,0.5
2010-07-19 00:00:00,21.0,14.1,0.45,0.5
2010-07-19 01:00:00,16.7,21.0,0.65,0.5
2010-07-19 02:00:00,4.9,5.20492827632,0.45,0.5
2010-07-19 03:00:00,5.1,5.20492827632,0.05,0.5
2010-07-19 04:00:00,4.9,5.20492827632,0.0,0.5
2010-07-19 05:00:00,20.9,16.7,0.1,0.5
2010-07-19 06:00:00,41.0,44.648097,1.0,0.5
2010-07-19 07:00:00,37.1,15.67,0.075,0.5
2010-07-19 08:00:00,41.1,37.1555099307,0.0,0.5
2010-07-19 09:00:00,42.0,44.648097,0.025,0.5
2010-07-19 10:00:00,50.1,48.3,0.9,0.5
2010-07-19 11:00:00,42.4,50.03,0.225,0.5
2010-07-19 12:00:00,40.1,25.3,0.15,0.5
2010-07-19 13:00:00,38.6,46.77,0.25,0.5
2010-07-19 14:00:00,38.6,46.77,0.1,0.5
2010-07-19 15:00:00,38.7,38.605194,0.1,0.5
2010-07-19 16:00:00,39.1,38.6336358,0.025,0.5
2010-07-19 17:00:00,41.9,50.03,0.025,0.5
2010-07-19 18:00:00,45.9,40.08147457,0.125,0.5
2010-07-19 19:00:00,45.1,46.521,0.05,0.5
2010-07-19 20:00:00,39.8,38.6336358,0.0,0.5
2010-07-19 21:00:00,30.2,11.23,0.2,0.5
2010-07-19 22:00:00,5.4,5.20492827632,0.075,0.5
2010-07-19 23:00:00,10.7,5.20492827632,0.175,0.5
2010-07-20 00:00:00,17.5,4.83790344897,1.0,0.5
2010-07-20 01:00:00,19.5,40.91458404,0.05,0.5
2010-07-20 02:00:00,4.9,5.06492925703,0.025,0.5
2010-07-20 03:00:00,5.0,4.85653241428,0.0,0.5
2010-07-20 04:00:00,5.0,5.20492827632,0.05,0.5
2010-07-20 05:00:00,22.2,14.1,0.15,0.5
2010-07-20 06:00:00,44.1,46.521,0.15,0.5
2010-07-20 07:00:00,43.6,46.521,0.1,0.5
2010-07-20 08:00:00,41.0,37.1555099307,0.0,0.5
2010-07-20 09:00:00,43.4,40.940208828,0.225,0.5
2010-07-20 10:00:00,44.7,39.827667801,0.05,0.5
2010-07-20 11:00:00,43.3,44.6636679,0.025,0.5
2010-07-20 12:00:00,38.6,38.6336358,0.45,0.5
2010-07-20 13:00:00,40.1,38.62354506,0.0,0.5
2010-07-20 14:00:00,40.7,43.369429199,0.0,0.5
2010-07-20 15:00:00,39.4,40.65401,0.0,0.5
2010-07-20 16:00:00,39.2,40.087032199,0.0,0.5
2010-07-20 17:00:00,42.0,40.087032199,0.05,0.5
2010-07-20 18:00:00,41.6,45.9,0.1,0.5
2010-07-20 19:00:00,40.8,39.407203,0.025,0.5
2010-07-20 20:00:00,38.3,40.087032199,0.1,0.5
2010-07-20 21:00:00,31.8,5.43129,0.45,0.5
2010-07-20 22:00:00,5.2,5.03181533594,0.0,0.5
2010-07-20 23:00:00,4.8,8.6,0.0,0.5
2010-07-21 00:00:00,9.2,5.20344979342,0.075,0.5
2010-07-21 01:00:00,4.6,4.83957268999,0.0,0.5
2010-07-21 02:00:00,15.7,21.0,1.0,0.5
2010-07-21 03:00:00,22.7,44.0853,0.15,0.5
2010-07-21 04:00:00,4.9,15.679,0.125,0.5
2010-07-21 05:00:00,21.4,4.857700883,1.0,0.5
2010-07-21 06:00:00,41.6,40.8981461796,0.375,0.5
2010-07-21 07:00:00,43.2,38.62354506,0.025,0.5
2010-07-21 08:00:00,39.3,41.979,0.0,0.5
2010-07-21 09:00:00,49.4,42.35401,1.0,0.5
2010-07-21 10:00:00,44.1,43.628203,0.725,0.5
